DATE	crun	evap	upcpRF	upcpSF	temp	upepot	upevap	cout	rout	soim	sm13	upsmfp	snow	upcprc
UNITS	mm	mm	mm	mm	deg	mm	mm	m3/s	m3/s	mm	mm	-	mm	mm
2001-11-01	3.877E-02	5.511E-01	0.000E+00	0.000E+00	5.220E+00	5.126E-01	5.124E-01	6.755E-01	8.000E-01	3.863E+02	3.863E+02	9.041E-01	0.000E+00	0.000E+00
2001-11-02	3.405E-02	4.801E-01	3.952E-03	0.000E+00	4.650E+00	4.661E-01	4.659E-01	6.696E-01	8.060E-01	3.858E+02	3.858E+02	9.029E-01	0.000E+00	3.952E-03
2001-11-03	3.172E-02	1.117E+00	0.000E+00	0.000E+00	9.960E+00	1.082E+00	1.082E+00	6.609E-01	8.310E-01	3.846E+02	3.846E+02	9.003E-01	0.000E+00	0.000E+00
2001-11-04	4.211E-01	9.107E-01	6.486E+00	0.000E+00	8.170E+00	8.559E-01	8.559E-01	6.807E-01	8.380E-01	3.892E+02	3.892E+02	9.111E-01	0.000E+00	6.486E+00
2001-11-05	9.308E-02	1.555E-01	0.000E+00	0.000E+00	1.960E+00	1.198E-01	1.198E-01	6.875E-01	8.680E-01	3.890E+02	3.890E+02	9.106E-01	0.000E+00	0.000E+00
2001-11-06	3.930E-01	1.347E-01	3.755E+00	2.154E+00	1.780E+00	9.824E-02	9.824E-02	7.110E-01	9.070E-01	3.924E+02	3.921E+02	9.163E-01	1.798E+00	5.909E+00
2001-11-07	2.543E-01	1.397E-02	6.951E-01	7.945E-01	7.900E-01	7.638E-04	7.638E-04	7.308E-01	9.540E-01	3.930E+02	3.927E+02	9.170E-01	2.065E+00	1.490E+00
2001-11-08	2.359E-01	0.000E+00	6.601E-01	1.771E+00	-3.400E-01	0.000E+00	0.000E+00	7.458E-01	9.990E-01	3.935E+02	3.933E+02	9.176E-01	3.611E+00	2.431E+00
2001-11-09	1.608E-01	0.000E+00	3.992E-07	1.204E-03	-2.090E+00	0.000E+00	0.000E+00	7.546E-01	1.037E+00	3.934E+02	3.933E+02	9.171E-01	3.611E+00	1.204E-03
2001-11-10	3.645E-01	1.466E-01	3.190E-03	1.419E-03	1.890E+00	1.047E-01	1.047E-01	7.714E-01	1.090E+00	3.953E+02	3.950E+02	9.191E-01	1.131E+00	4.610E-03
2001-11-11	2.744E-01	8.143E-01	9.113E-02	0.000E+00	7.440E+00	7.585E-01	7.585E-01	7.936E-01	1.140E+00	3.956E+02	3.955E+02	9.214E-01	0.000E+00	9.113E-02
2001-11-12	1.433E-01	7.744E-02	0.000E+00	0.000E+00	1.320E+00	3.525E-02	3.525E-02	8.136E-01	1.160E+00	3.954E+02	3.954E+02	9.207E-01	0.000E+00	0.000E+00
2001-11-13	1.227E-01	0.000E+00	0.000E+00	0.000E+00	-4.900E-01	0.000E+00	0.000E+00	8.256E-01	1.184E+00	3.953E+02	3.953E+02	9.200E-01	0.000E+00	0.000E+00
2001-11-14	1.079E-01	0.000E+00	0.000E+00	0.000E+00	-2.800E+00	0.000E+00	0.000E+00	8.333E-01	1.211E+00	3.952E+02	3.952E+02	9.191E-01	0.000E+00	0.000E+00
2001-11-15	1.091E-01	6.447E-01	1.411E-01	0.000E+00	6.080E+00	5.911E-01	5.911E-01	8.391E-01	1.271E+00	3.946E+02	3.946E+02	9.173E-01	0.000E+00	1.411E-01
2001-11-16	7.035E-02	1.053E-01	0.000E+00	0.000E+00	1.560E+00	7.124E-02	7.124E-02	8.414E-01	1.313E+00	3.944E+02	3.944E+02	9.166E-01	0.000E+00	0.000E+00
2001-11-17	5.670E-02	3.843E-01	0.000E+00	0.000E+00	3.910E+00	3.465E-01	3.465E-01	8.417E-01	1.317E+00	3.940E+02	3.940E+02	9.153E-01	0.000E+00	0.000E+00
2001-11-18	5.293E-02	1.868E-01	0.000E+00	0.000E+00	2.250E+00	1.534E-01	1.534E-01	8.413E-01	1.326E+00	3.937E+02	3.937E+02	9.145E-01	0.000E+00	0.000E+00
2001-11-19	5.116E-02	2.898E-02	1.708E-03	2.169E-03	9.200E-01	1.332E-03	1.332E-03	8.407E-01	1.356E+00	3.937E+02	3.937E+02	9.141E-01	0.000E+00	3.877E-03
2001-11-20	4.988E-02	2.239E-01	0.000E+00	0.000E+00	2.570E+00	1.849E-01	1.849E-01	8.402E-01	1.366E+00	3.934E+02	3.934E+02	9.133E-01	0.000E+00	0.000E+00
2001-11-21	6.424E-02	6.212E-01	4.570E-01	0.000E+00	5.940E+00	5.880E-01	5.880E-01	8.405E-01	1.402E+00	3.930E+02	3.930E+02	9.125E-01	0.000E+00	4.570E-01
2001-11-22	4.743E-02	1.773E-01	1.716E-02	7.429E-03	2.180E+00	1.351E-01	1.351E-01	8.399E-01	1.436E+00	3.929E+02	3.929E+02	9.119E-01	1.498E-02	2.459E-02
2001-11-23	4.452E-02	7.233E-02	1.135E-02	9.828E-03	1.290E+00	2.754E-02	2.754E-02	8.388E-01	1.439E+00	3.928E+02	3.928E+02	9.116E-01	0.000E+00	2.117E-02
2001-11-24	4.265E-02	0.000E+00	0.000E+00	0.000E+00	-2.770E+00	0.000E+00	0.000E+00	8.375E-01	1.469E+00	3.927E+02	3.927E+02	9.113E-01	0.000E+00	0.000E+00
2001-11-25	4.282E-02	0.000E+00	4.819E-02	1.048E-01	-2.000E-01	0.000E+00	0.000E+00	8.363E-01	1.476E+00	3.927E+02	3.927E+02	9.111E-01	4.167E-02	1.530E-01
2001-11-26	5.112E-01	6.151E-02	5.431E+00	4.832E+00	1.200E+00	2.130E-02	2.130E-02	8.765E-01	1.505E+00	3.978E+02	3.977E+02	9.213E-01	3.950E+00	1.026E+01
2001-11-27	2.900E-01	1.110E-02	4.473E-01	5.260E-01	7.700E-01	3.790E-04	3.790E-04	9.128E-01	1.549E+00	3.981E+02	3.980E+02	9.212E-01	4.050E+00	9.733E-01
2001-11-28	4.137E-01	2.613E-03	1.173E+00	1.510E+00	6.900E-01	2.334E-05	2.334E-05	9.472E-01	1.597E+00	3.992E+02	3.990E+02	9.221E-01	5.369E+00	2.683E+00
2001-11-29	5.729E-01	8.354E-02	2.876E-01	2.346E-01	1.390E+00	3.562E-02	3.562E-02	9.889E-01	1.625E+00	4.006E+02	4.001E+02	9.224E-01	3.900E+00	5.222E-01
2001-11-30	5.511E-01	4.844E-02	1.231E-02	1.272E-02	1.090E+00	6.657E-03	6.657E-03	1.021E+00	1.661E+00	4.009E+02	4.005E+02	9.216E-01	2.916E+00	2.503E-02
2001-12-01	5.986E-01	2.274E-02	6.278E-01	7.448E-01	8.700E-01	6.523E-04	6.523E-04	1.051E+00	1.672E+00	4.013E+02	4.009E+02	9.217E-01	3.119E+00	1.373E+00
2001-12-02	1.213E+00	1.592E-01	1.289E+00	6.513E-01	2.040E+00	1.132E-01	1.132E-01	1.118E+00	1.707E+00	4.034E+02	4.028E+02	9.248E-01	1.632E+00	1.940E+00
2001-12-03	1.252E+00	1.183E-01	3.816E-01	2.545E-01	1.690E+00	6.971E-02	6.971E-02	1.190E+00	1.752E+00	4.039E+02	4.029E+02	9.249E-01	2.687E-01	6.361E-01
2001-12-04	9.458E-01	1.688E-02	0.000E+00	0.000E+00	8.200E-01	2.574E-04	2.574E-04	1.240E+00	1.790E+00	4.032E+02	4.028E+02	9.242E-01	5.587E-02	0.000E+00
2001-12-05	9.853E-01	0.000E+00	9.456E-01	1.795E+00	1.900E-01	0.000E+00	0.000E+00	1.288E+00	1.827E+00	4.032E+02	4.029E+02	9.244E-01	1.521E+00	2.741E+00
2001-12-06	1.253E+00	2.172E-01	7.235E-01	2.690E-01	2.540E+00	1.588E-01	1.588E-01	1.363E+00	1.843E+00	4.040E+02	4.030E+02	9.253E-01	1.581E-01	9.926E-01
2001-12-07	9.048E-01	1.392E-01	7.426E-02	4.343E-02	1.870E+00	9.207E-02	9.207E-02	1.433E+00	1.877E+00	4.031E+02	4.029E+02	9.254E-01	1.744E-03	1.177E-01
2001-12-08	8.132E-01	9.608E-02	5.961E-01	4.389E-01	1.500E+00	5.316E-02	5.316E-02	1.500E+00	1.912E+00	4.027E+02	4.026E+02	9.255E-01	3.113E-01	1.035E+00
2001-12-09	7.917E-01	4.549E-01	6.314E-01	0.000E+00	4.580E+00	4.050E-01	4.050E-01	1.571E+00	1.923E+00	4.022E+02	4.022E+02	9.258E-01	0.000E+00	6.314E-01
2001-12-10	5.495E-01	4.049E-01	0.000E+00	0.000E+00	4.150E+00	3.566E-01	3.566E-01	1.627E+00	1.967E+00	4.013E+02	4.013E+02	9.255E-01	0.000E+00	0.000E+00
2001-12-11	3.928E-01	3.281E-01	6.510E-03	7.671E-04	3.490E+00	2.603E-01	2.603E-01	1.658E+00	2.009E+00	4.006E+02	4.006E+02	9.246E-01	0.000E+00	7.277E-03
2001-12-12	3.476E-01	1.463E-01	3.495E-01	2.015E-01	1.930E+00	9.257E-02	9.257E-02	1.680E+00	2.014E+00	4.004E+02	4.004E+02	9.238E-01	1.456E-01	5.509E-01
2001-12-13	2.834E-01	0.000E+00	5.881E-04	8.347E-04	4.300E-01	0.000E+00	0.000E+00	1.695E+00	2.045E+00	4.001E+02	4.001E+02	9.227E-01	1.456E-01	1.423E-03
2001-12-14	2.809E-01	2.274E-02	0.000E+00	0.000E+00	8.700E-01	1.271E-03	1.271E-03	1.706E+00	2.059E+00	4.000E+02	4.000E+02	9.217E-01	0.000E+00	0.000E+00
2001-12-15	2.545E-01	0.000E+00	0.000E+00	0.000E+00	-2.890E+00	0.000E+00	0.000E+00	1.713E+00	2.056E+00	3.997E+02	3.997E+02	9.208E-01	0.000E+00	0.000E+00
2001-12-16	2.382E-01	0.000E+00	0.000E+00	0.000E+00	-1.000E+00	0.000E+00	0.000E+00	1.719E+00	2.099E+00	3.995E+02	3.995E+02	9.201E-01	0.000E+00	0.000E+00
2001-12-17	2.242E-01	0.000E+00	6.747E-03	1.521E-02	-1.000E-01	0.000E+00	0.000E+00	1.723E+00	2.099E+00	3.993E+02	3.993E+02	9.194E-01	2.046E-02	2.196E-02
2001-12-18	2.113E-01	0.000E+00	0.000E+00	0.000E+00	4.100E-01	0.000E+00	0.000E+00	1.727E+00	2.099E+00	3.991E+02	3.991E+02	9.189E-01	2.046E-02	0.000E+00
2001-12-19	2.656E-01	0.000E+00	5.281E-01	8.615E-01	2.400E-01	0.000E+00	0.000E+00	1.735E+00	2.096E+00	3.994E+02	3.994E+02	9.194E-01	8.166E-01	1.390E+00
2001-12-20	2.220E-01	0.000E+00	0.000E+00	2.378E+00	-6.630E+00	0.000E+00	0.000E+00	1.744E+00	2.092E+00	3.992E+02	3.992E+02	9.188E-01	2.945E+00	2.378E+00
2001-12-21	2.079E-01	0.000E+00	0.000E+00	2.311E+00	-2.990E+00	0.000E+00	0.000E+00	1.752E+00	2.092E+00	3.990E+02	3.990E+02	9.182E-01	5.187E+00	2.311E+00
2001-12-22	1.965E-01	0.000E+00	0.000E+00	1.119E-01	-1.253E+01	0.000E+00	0.000E+00	1.753E+00	2.092E+00	3.988E+02	3.988E+02	9.177E-01	5.268E+00	1.119E-01
2001-12-23	1.873E-01	0.000E+00	0.000E+00	1.610E-01	-1.693E+01	0.000E+00	0.000E+00	1.749E+00	2.089E+00	3.986E+02	3.986E+02	9.172E-01	5.399E+00	1.610E-01
2001-12-24	1.787E-01	0.000E+00	0.000E+00	2.837E+00	-6.290E+00	0.000E+00	0.000E+00	1.746E+00	2.053E+00	3.984E+02	3.984E+02	9.168E-01	7.998E+00	2.837E+00
2001-12-25	2.387E-01	0.000E+00	6.524E-02	1.265E+01	-2.000E+00	0.000E+00	0.000E+00	1.765E+00	2.053E+00	3.988E+02	3.988E+02	9.165E-01	1.935E+01	1.272E+01
2001-12-26	1.947E-01	0.000E+00	0.000E+00	8.934E-01	-6.910E+00	0.000E+00	0.000E+00	1.775E+00	2.049E+00	3.986E+02	3.986E+02	9.161E-01	2.005E+01	8.934E-01
2001-12-27	1.825E-01	0.000E+00	0.000E+00	5.166E+00	-1.181E+01	0.000E+00	0.000E+00	1.771E+00	2.045E+00	3.984E+02	3.984E+02	9.157E-01	2.507E+01	5.166E+00
2001-12-28	1.725E-01	0.000E+00	0.000E+00	1.804E+00	-4.750E+00	0.000E+00	0.000E+00	1.767E+00	2.023E+00	3.983E+02	3.983E+02	9.153E-01	2.703E+01	1.804E+00
2001-12-29	1.646E-01	0.000E+00	0.000E+00	2.097E+00	-3.890E+00	0.000E+00	0.000E+00	1.756E+00	1.998E+00	3.981E+02	3.981E+02	9.149E-01	2.890E+01	2.097E+00
2001-12-30	1.571E-01	0.000E+00	0.000E+00	3.194E-01	-1.054E+01	0.000E+00	0.000E+00	1.740E+00	1.998E+00	3.980E+02	3.980E+02	9.146E-01	2.916E+01	3.194E-01
2001-12-31	1.499E-01	0.000E+00	0.000E+00	1.992E-01	-1.529E+01	0.000E+00	0.000E+00	1.719E+00	1.998E+00	3.978E+02	3.978E+02	9.143E-01	2.926E+01	1.992E-01
